"Año","Nivel de experiencia","Tipo de contrato","Rol","Moneda de pago","Salario en USD","Residencia del empleado","Modalidad de trabajo","Ubicación de la empresa","Tamaño de la compañía"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Arquitecto de datos","Dólar americano",174500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Arquitecto de datos","Dólar americano",113000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",180560,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",115440,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",248100,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",145900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",120000,"Canadá","Presencial","Canadá","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",110000,"Canadá","Presencial","Canadá","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",291500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",180000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de aprendizaje automático","Libra esterlina",75344,"Reino Unido","Remota","Reino Unido","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de aprendizaje automático","Libra esterlina",63192,"Reino Unido","Remota","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",161800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",141600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de aprendizaje automático","Libra esterlina",58331,"Reino Unido","Remota","Reino Unido","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de aprendizaje automático","Libra esterlina",46178,"Reino Unido","Remota","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",166000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",128000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Arquitecto de datos","Dólar americano",170000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Arquitecto de datos","Dólar americano",110000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",75000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",236000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",182000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Rupia india",14307,"India","Remota","India","Grande"
"2022","Junior","Tiempo completo","Científico de datos","Dólar americano",130000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Analista de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Analista de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",261500,"Estados Unidos","Presencial","Estados Unidos","Grande"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",134500,"Estados Unidos","Presencial","Estados Unidos","Grande"
"2022","Intermedio","Tiempo completo","Científico de datos","Rupia india",13989,"India","Remota","India","Grande"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",130000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",90000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",135000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",125000,"Estados Unidos","Remota","Estados Unidos","Grande"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",155000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",153600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",106800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",122000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",94500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",170000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",128000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",115000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Dólar americano",127500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",126500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",51000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",260000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Otro","Dólar americano",40000,"Otro","Remota","Otro","Mediana"
"2022","Junior","Tiempo completo","Otro","Dólar americano",40000,"Otro","Remota","Otro","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",250000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",63000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",210000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",272550,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",198200,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Euro",94560,"Otro","Remota","Otro","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Euro",52533,"Otro","Remota","Otro","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",220000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",146000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",248400,"Canadá","Remota","Canadá","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",183600,"Canadá","Remota","Canadá","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Otro","Dólar americano",40000,"Otro","Remota","Otro","Mediana"
"2022","Senior","Tiempo completo","Otro","Rupia india",56723,"India","Presencial","India","Grande"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",95000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",135000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Otro","Euro",24165,"Otro","Parcialmente remota","Otro","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",216000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",144000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",85000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",65000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",149000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",119000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Dólar americano",110000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",246000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",201000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",190000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",155000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",235000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",185000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",190000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Otro","Dólar americano",100000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",115000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Libra esterlina",92350,"Reino Unido","Presencial","Reino Unido","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Libra esterlina",67723,"Reino Unido","Presencial","Reino Unido","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",105000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",70000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",204500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",142200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",192000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",164000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",129300,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",75000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",167500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",106500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",75000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",60000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",184000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",142000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Científico de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Otro","Dólar americano",10000,"Otro","Parcialmente remota","Otro","Pequeña"
"2022","Intermedio","Tiempo completo","Científico de datos","Rupia india",31795,"India","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Otro","Otra",44365,"Otro","Remota","Otro","Pequeña"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Ejecutivo","Tiempo completo","Ingeniero de datos","Dólar americano",200000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Ejecutivo","Tiempo completo","Ingeniero de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Libra esterlina",92350,"Reino Unido","Remota","Reino Unido","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Libra esterlina",73880,"Reino Unido","Remota","Reino Unido","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",192000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",164000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Ejecutivo","Tiempo completo","Ingeniero de datos","Dólar americano",239000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",95000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",135000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",78000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Euro",73546,"España","Presencial","España","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Euro",36773,"España","Presencial","España","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",190000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Rupia india",35610,"India","Parcialmente remota","India","Grande"
"2022","Senior","Tiempo completo","Otro","Dólar americano",125000,"Otro","Remota","Otro","Grande"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",95000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Euro",47280,"España","Presencial","España","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Euro",37824,"España","Presencial","España","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",115934,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",81666,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",175000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",140000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",95000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",249500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",149850,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de análisis","Dólar americano",122500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de análisis","Dólar americano",100000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",249500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",149850,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Analista de datos","Dólar americano",55000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Analista de datos","Dólar americano",48000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Investigador científico","Dólar americano",249500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Investigador científico","Dólar americano",149850,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Otro","Euro",58837,"Otro","Remota","Otro","Pequeña"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",190000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",127000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",104000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",210000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",210000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",210000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",182750,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",161500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",102640,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Analista de datos","Dólar americano",66100,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Investigador científico","Dólar americano",210000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Investigador científico","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",198800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",122600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",80000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",136000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Científico de datos","Dólar americano",104000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",100000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Tiempo completo","Ingeniero de datos","Dólar americano",135000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",216000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",144000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Ejecutivo","Tiempo completo","Científico de datos","Dólar americano",159000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Ejecutivo","Tiempo completo","Científico de datos","Dólar americano",130000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",115934,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Analista de datos","Dólar americano",81666,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",215000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",246000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",201000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",187000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2022","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",153000,"Estados Unidos","Remota","Estados Unidos","Mediana"
